ResSecond,EffortFiscInd,EffortFisc,ReFiscHab,DGF,CodeINSEECom,NomCom,PopDGF,PopINSEE,AGE65,Sup,PotFisc,PotFiscHab,ProduitnetFB,ProduitnetTH,BasesnettesFB,BasesnettesTH,NombredelogementsTHdelacommune,Nombredelogementssociauxdelacommune,DGFHab
59,"83,93045679","1,408658","91,12236287",266 325,22015,BREHAND,1718,1659,"17,7",2495,"574,149593","678,713038",151172,219359,771382,1164244,740,27,"160,5334539"
59,"72,40813698","1,632818","125,9820789",122 778,22062,GOMENE,617,558,"25,5",2537,"542,583468","689,620746",70298,108856,297438,452956,311,0,"220,0322581"
59,"103,6652717","1,140491","112,9856298",122 351,22077,HENANSAL,1242,1183,"16,6",2900,"677,676329","732,34219",133662,122838,943141,905362,519,16,"103,4243449"
59,"75,06946929","1,574932","135,249354",154 827,22333,SAINT-VRAN,833,774,"19,3",2812,"513,660264","658,711885",104683,127884,399091,605173,410,10,"200,0348837"
59,"109,5829922","1,078902","88,95495495",185 034,35289,SAINT-MALO-DE-PHILY,1169,1110,"12,3",1877,"496,912746","557,838323",98740,136746,646481,969901,458,5,"166,6972973"
59,"108,7260043","1,087406","133,5886333",134 726,56048,CROISTY,798,739,"30,6",1588,"491,081454","570,700501",98722,91788,547204,723923,422,16,"182,308525"
58,"86,57314599","1,365658","99,9623431",70 270,22148,MERILLAC,297,239,"31,9",1386,"481,666667","681,488215",23891,39131,151718,233018,169,0,"294,0167364"
58,"98,39970288","1,201521","102,3012048",119 898,29034,CLOITRE-SAINT-THEGONNEC,722,664,"18,3",2848,"554,624654","672,795014",67928,100393,340296,530050,332,13,"180,5692771"
58,"90,5662892","1,305445","171,2632281",987 716,29076,MILIZAC-GUIPRONVEL,4556,4498,"14,7",4162,"471,789069","585,23288",770342,866100,2996763,4243547,1731,111,"219,59004"
58,"116,189601","1,017555","133,0568182",103 331,29222,PORT-LAUNAY,498,440,"19,5",200,"522,188755","719,188755",58545,90755,429612,600896,248,23,"234,8431818"
58,"104,5875384","1,130434","103,0267698",318 171,35094,DINGE,1739,1681,"16,8",5289,"514,378378","607,921219",173188,223643,979774,1522749,742,30,"189,2748364"
57,"102,445527","1,15407","95,78451178",200 411,22105,LANGUENAN,1245,1188,"15,9",1595,"519,526104","604,169478",113792,121542,786586,888047,549,25,"168,6961279"
57,"106,3591975","1,111604","90,66016713",91 025,22295,SAINT-GILLES-VIEUX-MARCHE,416,359,"22,8",2195,"562,007212","736,396635",32547,34408,208169,289190,209,2,"253,551532"
57,"91,88654079","1,286688",113,149 555,22361,TREGUIDEL,684,627,17,656,"346,625731","469,711988",70851,72880,297474,453362,307,0,"238,5247209"
57,"100,1417132","1,18062","170,902652",614 177,29266,SAINT-THÉGONNEC LOC-EGUINER,3149,3092,17,4978,"712,854875","819,721499",528431,552769,2399777,2902533,1344,70,"198,6342173"
57,"94,62697593","1,249425","133,1028428",220 356,56207,SAINT-BARTHELEMY,1253,1196,"26,2",2190,"543,674381","661,803671",159191,197478,713856,1136904,621,6,"184,2441472"
56,"113,8614696","1,038361","114,8443709",123 813,29145,CONFORT-MEILARS,962,906,"17,3",1468,"505,820166","587,429314",104049,114075,644462,783682,402,19,"136,6589404"
56,"125,3175189","0,943438","88,45958987",310 998,29300,TREVOUX,1714,1658,"14,8",2083,"548,176779","623,38098",146666,213162,1014448,1669314,648,19,"187,5741858"
56,"105,0521927","1,125434","106,5024582",254 058,35237,RENAC,1073,1017,"17,9",2589,"489,160298","588,195713",108313,128958,562709,764515,512,21,"249,8112094"
56,"90,3095654","1,309156","290,8026865",929 774,35240,RHEU,8947,8859,"13,6",1889,"987,894825","1034,611378",2576221,2534185,12304905,11981374,3715,798,"104,9524777"
56,"98,9547954","1,194781","131,4185111",234 268,56039,CHAPELLE-NEUVE,1050,994,"16,6",2187,"263,595238","375,833333",130630,141958,538419,849433,461,12,"235,6820926"
56,"107,7489956","1,097266","96,05222734",126 099,56051,CRUGUEL,707,651,"27,4",1717,"643,66761","784,553041",62530,80639,432335,537673,348,11,"193,7004608"
56,"116,7669205","1,012524","134,239568",358 515,56190,REGUINY,2093,2037,"20,1",2792,"674,333493","773,340659",273446,254173,1422945,1875896,891,38,"176,0014728"
55,"75,26444846","1,570852","167,8484163",234 064,22153,MONCONTOUR,939,884,"43,5",48,"504,546326","642,962726",148378,155036,497484,701776,312,3,"264,7782805"
55,"71,70810355","1,648758","91,50641026",189 296,22189,PLESIDY,679,624,"20,3",2579,"382,478645","542,477172",57100,61074,262881,361762,332,5,"303,3589744"
55,"98,51186424","1,200153","215,3259714",302 911,22277,SAINT-BRANDAN,2500,2445,"16,6",2516,"767,5544","813,268",526472,346863,2589668,2137317,1074,13,"123,8899796"
55,"88,8867324","1,330112","249,5670867",107 369,22324,SAINT-QUAY-PERROS,1404,1349,29,472,"809,081197","872,166667",336666,362055,1784316,1828246,715,18,"79,5915493"
55,"106,3438908","1,111764","115,5",40 135,22350,TREDUDER,255,200,25,480,"399,713725","508,192157",23100,29358,145062,253591,145,0,"200,675"
55,"113,5514441","1,041196","110,8412057",383 938,29169,PLOGONNEC,3273,3218,"22,4",5414,"752,399022","844,287198",356687,520988,2199940,3267289,1380,117,"119,309509"
55,"109,2077651","1,082609","162,8397366",339 782,29213,PLOUZEVEDE,1877,1822,"17,1",1851,"589,667022","679,920618",296694,328747,1527368,2079993,823,55,"186,4884742"
55,"122,0563874","0,968645","145,406015",25 544,29289,TREGARVAN,188,133,"39,1",968,"624,87766","738,904255",19339,24845,156577,212902,102,0,"192,0601504"
55,"104,801511","1,128126","125,3258197",172 668,56077,GUERNO,1031,976,"15,8",975,"508,233754","594,019399",122318,151274,701904,886378,446,20,"176,9139344"
55,"98,79826034","1,196674","124,6423077",145 425,56136,MONTENEUF,835,780,"19,9",3062,"522,192814","637,712575",97221,104006,452710,659471,365,0,"186,4423077"
54,"81,524973","1,450222","282,1532121",1 421 261,22215,PLOUFRAGAN,11838,11768,"22,4",2706,"884,543419","957,244551",3320379,3923425,14467866,15607518,5161,946,"120,7733685"
54,"114,5303235","1,032297","111,8658429",224 611,29062,GOUEZEC,1187,1133,"18,9",3094,"486,347094","583,404381",126744,146106,699855,893885,558,20,"198,2444837"
54,"121,1950741","0,975529","130,5138048",1 318 054,56094,KERVIGNAC,6847,6773,14,3956,"639,349934","726,646268",883970,1422841,6468152,6906929,2739,133,"194,6041636"
54,"131,8459651","0,896723","252,770235",147 229,56140,MOREAC,3884,3830,"14,7",6030,"1460,158084","1474,453913",968110,320606,5839539,2877909,1503,65,"38,44099217"
54,"129,0250973","0,916328","86,48275862",209 556,56189,RADENAC,1127,1073,"19,6",2165,"555,256433","663,879326",92796,97802,551035,825641,499,33,"195,2991612"
53,"83,42257482","1,417234","85,24264706",145 505,22037,CHAPELLE-NEUVE,461,408,"28,7",2378,"407,557484","597,407809",34779,40971,183750,236136,246,0,"356,629902"
53,"103,5599403","1,141651","94,44343891",50 431,22124,LESCOUET-GOUAREC,274,221,"22,5",1873,"519,609489","669,653285",20872,21055,132294,189416,152,0,"228,1945701"
53,"109,9433211","1,075366","118,7867647",116 998,29122,LAZ,733,680,"24,5",3444,"532,20191","642,78854",80775,92669,470036,663650,366,30,"172,0558824"
53,"116,0879511","1,018446","134,8413586",353 411,35294,SAINTE-MARIE,2379,2326,19,2528,"547,432535","628,470366",313641,310174,1957604,1939401,1008,25,"151,9393809"
53,"107,2513799","1,102357","84,55339806",133 697,56050,CROIX-HELLEAN,980,927,18,1440,"653,247959","733,221429",78381,97802,525287,730188,383,0,"144,2254585"
53,"94,06129446","1,256939","138,5198511",150 033,56071,GUEHENNO,859,806,"25,1",2333,"521,718277","654,494761",111647,119194,489894,683886,427,13,"186,1451613"
52,"106,9968836","1,104979","160,3325551",255 705,22259,QUEVERT,3937,3855,25,1248,"787,809754","827,581915",618082,697705,4648298,4772354,1736,76,"66,3307393"
51,"92,64160536","1,276201","93,48066784",357 103,22254,PRAT,1189,1138,"17,8",2187,"368,066442","494,846089",106381,129627,559563,807278,551,21,"313,7987698"
51,"99,52205012","1,187971","256,2702484",888 547,29075,GUIPAVAS,14924,14853,19,4413,"1012,839654","1069,990083",3806382,4297459,23057311,20529568,6226,667,"59,82272941"
51,"107,5974935","1,098811","127,7895349",157 498,29099,LAMPAUL-PLOUDALMEZEAU,911,860,"12,4",635,"456,263447",548,109899,143969,578985,951887,369,9,"183,1372093"
51,"104,3836529","1,132642","107,7081006",95 832,29152,MOTREFF,767,716,"21,6",2159,"665,018253","762,166884",77119,87038,412415,613968,346,16,"133,8435754"
51,"138,8060583","0,851759","157,2114833",30 242,29269,SAINT-THURIEN,1096,1045,"18,8",2141,"954,719891","970,409672",164286,131411,1328445,1043887,512,20,"28,93971292"
51,"97,70904254","1,210014","107,6613737",607 573,35224,PLERGUER,2759,2708,"18,2",2019,"508,871693","597,196086",291547,368278,1531897,2205676,1175,39,"224,36226"
51,"101,645448","1,163154","105,1284153",559 979,35265,SAINT-DOMINEUC,2613,2562,"17,5",1570,"493,072713","568,48297",269339,351844,1627620,2277460,1080,99,"218,5710383"
51,"91,29535405","1,29502","71,96985816",117 294,35311,SAINT-SEGLIN,615,564,"16,7",940,"369,910569","470,582114",40591,68413,244986,383425,293,9,"207,9680851"
51,"117,9503568","1,002365","243,4496938",56 945,56109,LAUZACH,1194,1143,"11,7",1076,"861,829983","896,624791",278263,160207,1497599,1100259,502,22,"49,82064742"
51,"102,8402886","1,14964","185,420178",306 998,56198,ROHAN,1736,1685,"21,8",2343,"686,891705","789,794931",312433,254367,1264518,1690543,776,63,"182,1946588"
51,"114,3483272","1,03394","113,2215321",96 334,56210,SAINT-CARADEC-TREGOMEL,534,483,"24,2",1612,"461,606742","544,827715",54686,53285,290175,427207,267,0,"199,4492754"
51,"101,6132994","1,163522","154,0603338",318 476,56223,SAINT-JEAN-LA-POTERIE,1609,1558,19,844,"492,789932","616,033561",240026,233656,993280,1573950,734,0,"204,4133504"
51,"127,8154696","0,925","107,3656885",67 191,56245,SILFIAC,494,443,"25,4",2246,"611,469636","722,097166",47563,40236,279710,341840,250,8,"151,6726862"
51,"124,0123787","0,953367","136,6385542",48 605,56264,KERNASCLEDEN,466,415,27,926,"535,309013","611,002146",56705,35990,343542,398140,214,16,"117,1204819"
50,"107,8040144","1,096706","53,95454545",91 322,22029,CANIHUEL,424,374,25,3214,"525,931604","688,910377",20179,26423,200627,270705,225,0,"244,1764706"
50,"86,78890156","1,362263","107,7110973",360 417,22327,SAINT-SAMSON-SUR-RANCE,1663,1613,18,627,"434,297655","583,429345",173738,304731,949964,1471254,695,65,"223,4451333"
50,"81,71164144","1,446909","182,5283721",216 642,22384,UZEL,1125,1075,"24,6",679,"742,316444","867,140444",196218,182649,716779,947016,539,34,"201,5274419"
50,"85,80697303","1,377852","102,0886889",183 522,22390,YVIAS,828,778,"20,1",1161,"390,672705","511,230676",79425,100904,362070,536641,396,10,"235,8894602"
50,"108,251746","1,09217","98,80680437",186 247,29123,LENNON,873,823,"14,3",2294,"463,27606","572,030928",81318,121913,477356,736744,401,12,"226,3025516"
50,"113,7763313","1,039138","109,3259386",254 083,29136,LOCUNOLE,1222,1172,"16,1",1678,"542,704583","627,786416",128130,153054,772824,1202555,522,21,"216,7943686"
50,"88,0892934","1,342153","231,5475886",2 127 951,29160,PLABENNEC,8701,8605,"16,9",5043,"542,234571","644,296403",1992467,1869484,7097049,7792093,3467,239,"247,2923881"
50,"111,1271718","1,06391","131,0723775",511 730,29196,PLOUGUIN,2233,2183,"16,4",3102,"494,675773","626,925213",286131,346996,1402325,2178374,913,41,"234,4159414"
50,"104,5385259","1,130964","80,835",255 300,35355,VIEUX-VY-SUR-COUESNON,1250,1200,"14,4",2156,"438,7864","544,444",97002,105049,631741,798941,523,19,"212,75"
50,"120,9582484","0,977439","111,5116649",383 371,56125,MALGUENAC,1936,1886,"17,4",3845,"597,098657","707,533574",210311,267106,1158564,1848897,829,28,"203,2720042"
50,"104,2289625","1,134323","113,3792444",803 238,56175,PLUMERGAT,4232,4182,"13,6",4194,"421,506144","513,359405",474152,689645,2352016,3851072,1669,46,"192,0703013"
49,"108,3683329","1,090995","118,4103448",285 068,29086,IRVILLAC,1499,1450,"13,6",2960,"515,33489","613,504336",171695,218229,820037,1252065,603,14,"196,5986207"
49,"95,08840499","1,243362","291,993988",418 374,35124,GRAND-FOUGERAY,2544,2495,"20,6","5541,8","811,389151","896,464623",728525,421434,3520008,2097708,1056,58,"167,6849699"
49,"106,1234851","1,114073","190,1301726",1 604 181,35136,JANZE,8539,8458,"18,5",4126,"656,267244","732,933365",1608121,1506430,8430869,9948552,3527,177,"189,6643415"
49,"122,9391066","0,96169","123,9332486",287 079,56047,CREDIN,1622,1573,"24,6",3374,"645,588779","749,114057",194947,164978,1117128,1223195,665,23,"182,5041322"
48,"87,34473513","1,353594","98,1761745",160 266,22001,ALLINEUC,644,596,"19,2",2409,"633,374224","777,02795",58513,71777,278332,408817,275,0,"268,9026846"
48,"93,66381868","1,262273","122,314559",253 077,22064,GOUAREC,989,941,43,641,"459,642063","581,664307",115098,98304,566105,709472,383,3,"268,9447396"
48,"74,35829006","1,589995","163,9106614",1 183 787,22258,QUESSOY,4100,4052,"19,5",2923,"555,192195","711,378049",664166,699160,2353348,2900266,1710,54,"292,1488154"
48,"89,78238818","1,316843","87,23145401",179 213,22308,SAINT-JUVAT,722,674,"21,6",1741,"408,33518","552,358726",58794,87285,328170,519476,341,9,"265,8946588"
48,"101,7600551","1,161844","97,89119171",73 869,22369,TREMEUR,820,772,"20,3",1456,"742,260976","812,076829",75572,78225,565347,548374,355,7,"95,68523316"
48,"98,8089944","1,196544","95,16545718",94 841,22375,TRESSIGNAUX,737,689,"19,9",729,"485,14654","545,755767",65569,84846,371617,497849,313,0,"137,6502177"
48,"106,5622364","1,109486","75,88394919",326 957,35009,BAGUER-MORVAN,1780,1732,"24,2",2311,"408,514045","503,604494",131431,217172,873203,1372826,755,50,"188,7742494"
48,"100,2359534","1,17951","154,1336053",1 639 720,35069,CHATEAUGIRON,10132,10052,"11,8",2352,"808,683675","898,021911",1549351,2042666,7765082,11372473,4039,226,"163,1237565"
48,"101,6017729","1,163654","107,5466102",260 243,35122,GOUESNIERE,1936,1888,"12,9",874,"498,186467","570,755682",203048,276519,1174659,1680528,773,40,"137,840572"
48,"105,8686188","1,116755","219,6437802",762 780,35152,LIFFRE,7741,7661,"15,3",6686,"960,768893","997,149851",1682691,1680013,10204428,10173884,3234,323,"99,56663621"
48,"122,1758332","0,967698","259,8835744",299 436,56036,CAUDAN,7063,6983,"23,9",4263,"1083,754212","1109,477418",1814767,1284644,11168107,9988387,2915,238,"42,8807103"
47,"85,09942317","1,389308","62,27616927",122 352,22027,CAMBOUT,496,449,"29,6",1802,"512,028226","726,189516",27962,73035,251202,364468,262,4,"272,4988864"
47,"80,4974828","1,468733","280,1886602",602 519,22106,LANGUEUX,7986,7919,"19,9",910,"886,142499","932,492863",2218814,2581509,9525211,10534000,3674,297,"76,08523804"
47,"88,7839386","1,331652","259,1058957",612 657,22171,PLAINTEL,4457,4410,19,2676,"917,066637","1000,429661",1142657,852136,5164152,3883000,1863,55,"138,9244898"
47,"88,02429926","1,343144","73,96373057",54 704,22331,SAINTE-TREPHINE,240,193,"21,8",1252,"530,916667","712,333333",14275,21926,102461,156264,126,0,"283,4404145"
47,"116,5739592","1,0142","122,7513021",79 715,29071,GUILLIGOMARC'H,815,768,"17,5",2275,"675,039264","742,165644",94273,120259,584412,879482,393,11,"103,7955729"
47,"102,7535911","1,15061","98,04389575",106 074,29183,PLOUEGAT-MOYSAN,776,729,"16,3",1497,"532,677835","622,418814",71474,101948,375075,573312,347,13,"145,5061728"
47,"94,07394304","1,25677","105,49375",74 511,35354,VIEUX-VIEL,367,320,"25,9",877,"426,163488","546,19346",33758,50825,192194,305509,176,0,"232,846875"
47,"107,4572567","1,100245","114,3070444",219 094,56022,BRANDIVY,1353,1306,"15,7",2588,"550,07391","651,481153",149285,207461,833129,1355108,547,13,"167,7595712"
46,"78,92203301","1,498052","120,6207112",537 597,22184,PLEMY,1649,1603,"20,7",4004,"460,418435","619,293511",193355,241866,801041,1169750,756,6,"335,3693075"
46,"81,1410945","1,457083","97,19014085",134 475,22217,PLOUGRAS,472,426,"22,5",2648,"518,324153","763,995763",41403,47357,213507,287588,259,3,"315,6690141"
46,"102,4758062","1,153729","51,35588972",99 738,22267,ROUILLAC,445,399,22,1577,"540,449438","702,896629",20491,39036,193634,296431,232,9,"249,9699248"
46,"79,98021244","1,478232","271,4151294",1 143 017,22360,TREGUEUX,8677,8619,"24,6",1457,"782,161577","874,208136",2339327,2421573,9402374,8922010,3901,382,"132,6159647"
46,"95,37613768","1,239611","104,7213412",451 471,35016,BAULON,2253,2207,"12,2",2502,"435,935198","534,491789",231120,323523,1167216,1868829,890,18,"204,563208"
46,"105,890617","1,116523","130,3111983",560 891,35033,BOURG-DES-COMPTES,3359,3313,"11,8",2341,"539,178327","622,289372",431721,613979,2485063,3723215,1308,41,"169,3000302"
46,"135,2818582","0,873948","382,8828105",64 162,35066,CHARTRES-DE-BRETAGNE,7776,7714,20,995,"1615,40805","1615,40805",2953558,1247074,22018631,10798848,3791,669,"8,317604356"
46,"119,2812508","0,991181","169,2074148",770 015,35184,MONTAUBAN-DE-BRETAGNE,6066,5988,"19,2",4542,"804,716123","858,474613",1013214,989621,7478101,6646470,2548,174,"128,5930194"
46,"88,43005951","1,336981","288,5492603",872 773,35281,SAINT-JACQUES-DE-LA-LANDE,13192,13114,"10,8",1183,"1004,952395","1036,679503",3784035,3639147,18908560,17216380,6225,1188,"66,55276803"
45,"105,5305069","1,120333","56,58286252",297 090,22035,CHAMPS-GERAUX,1107,1062,"18,4",1909,"384,113821","488,114724",60091,95379,483492,717313,487,23,"279,7457627"
45,"103,7111032","1,139987","96,92574257",93 161,22057,FAOUET,449,404,"22,5",755,"349,621381","463,670379",39158,37577,180581,299548,217,4,"230,5965347"
45,"88,30496454","1,338875","107,3428571",113 341,22260,QUILLIO,605,560,"37,4",1616,"506,778512","657,709091",60112,67909,290444,383293,248,1,"202,3946429"
45,"92,34154261","1,280348","94,18009479",57 993,29012,BOLAZEC,256,211,"28,3",1747,"457,15625","636,144531",19872,22275,119336,165229,146,0,"274,8483412"
45,"112,1159623","1,054527","166,9314159",49 365,29064,GOULVEN,497,452,"19,9",638,"589,714286","653,406439",75453,87032,411891,527796,256,0,"109,2146018"
45,"92,96628048","1,271744","53,84792123",195 793,35201,MUEL,959,914,"16,1",2890,"436,849844","547,7122",49217,88507,356734,540263,418,23,"214,2155361"
45,"88,59426273","1,334503","212,6815433",997 722,35297,SAINT-MEEN-LE-GRAND,4840,4795,"27,6",1828,"666,728719","765,606818",1019808,814163,4736504,4940421,2082,112,"208,0754953"
45,"99,00982014","1,194117","135,6870043",650 247,56130,MERLEVENEZ,3323,3278,"15,8",1767,"393,038519","493,590129",444782,724489,2086104,3157733,1341,83,"198,3669921"
44,"87,75192505","1,347313","122,4056604",46 971,22024,CALANHEL,256,212,"29,9",1432,"666,511719","809,914063",25950,25693,144325,175309,151,0,"221,5613208"
44,"107,6254084","1,098526","141,4030354",99 003,22200,PLEVEN,637,593,"18,9",973,"528,147567","643,824176",83852,55818,594093,395731,277,7,"166,9527825"
44,"76,73187003","1,540811","227,2040478",829 575,22262,QUINTIN,3058,3014,"31,3",312,"514,86102","676,552322",684793,568201,2211492,2668254,1363,180,"275,2405441"
44,"91,98483902","1,285313","86,55539773",179 217,22380,TREVRON,748,704,"15,8",960,"385,110963","532,446524",60935,92771,355342,547829,327,17,"254,5696023"
44,"88,88913821","1,330076","351,4632094",138 100,22389,YFFINIAC,5154,5110,"15,4",1744,"1063,572371","1079,543267",1795977,1103016,7623573,5160552,2281,194,"27,02544031"
44,"119,1790472","0,992031","186,1651917",517 015,35239,RETIERS,4451,4407,"22,8",4138,"782,20984","832,163559",820430,733080,5559599,4920728,1862,103,"117,3167688"
44,"113,8198159","1,038741","76,41019215",250 584,56035,CARO,1241,1197,"20,8",3774,"508,051571","626,980661",91463,141977,610212,913658,561,11,"209,3433584"
44,"103,0514758","1,147284","92,31623932",80 781,56208,SAINT-BRIEUC-DE-MAURON,395,351,"22,6",1435,"415,918987","505,643038",32403,43629,186190,256238,180,6,"230,1452991"
44,"89,19937334","1,32545","234,7061426",683 910,56231,SAINT-NOLFF,3886,3842,"19,7",2592,"645,724653","728,679104",901741,871075,3423949,4322477,1642,136,"178,0088496"
44,"110,0951495","1,073883","101,5857385",84 044,56250,THEHILLAC,633,589,"18,4",1446,"558,807267","652,195893",59834,89464,371313,554597,304,9,"142,6893039"
43,"93,73198616","1,261355","84,42433697",134 647,22060,GAUSSON,684,641,"19,4",1671,"487,023392","639,589181",54116,84119,328436,501448,324,11,"210,0577223"
43,"86,15770632","1,372243","83,15500945",116 116,22104,LANGUEDIAS,572,529,"21,5",861,"412,40035","523,326923",43989,78952,258542,374016,256,8,"219,5009452"
43,"97,8399525","1,208395","231,6453641",822 181,35055,CHANTEPIE,10711,10656,"16,4",1198,"975,023714","1027,050322",2468413,2591529,13105538,15716336,4976,998,"77,15662538"
43,"106,4534309","1,11062","153,7352722",541 580,35167,MARTIGNE-FERCHAUD,2725,2682,"27,2",7410,"678,447339","793,717798",412318,405002,2419744,2503690,1244,87,"201,9313945"
43,"95,93700352","1,232364","91,95990836",346 943,35178,MEZIERES-SUR-COUESNON,1789,1746,"11,1",2474,"403,323086","499,702627",160562,231209,901588,1266000,684,19,"198,707331"
43,"114,882216","1,029135","146,4783793",619 174,56194,RIEUX,2980,2937,"20,2",2778,"587,601342","687,562416",430207,400168,2523366,2934212,1297,45,"210,8185223"
43,"126,9494684","0,93131","129,8676868",121 297,56215,SAINT-GONNERY,1154,1111,"19,4",1629,"654,436742","734,948873",144283,129042,866064,1015111,507,14,"109,1782178"
42,"79,71914356","1,483073","95,24344569",95 721,22132,LOHUEC,309,267,"34,4",1718,"438,527508","667,394822",25430,31206,133592,172721,173,0,"358,505618"
42,"96,73229747","1,222232","72,84736091",156 011,35084,COMBLESSAC,743,701,"19,9",1723,"380,608345","482,347241",51066,78257,312919,466743,310,6,"222,5549215"
42,"96,39686535","1,226485","215,3398148",1 377 762,35173,MELESSE,6542,6480,"17,4",3239,"665,204525","753,230663",1395402,1595815,6844090,7995085,2744,242,"212,6175926"
42,"139,524518","0,847373","122,8626374",26 152,56209,SAINTE-BRIGITTE,224,182,"28,8",1774,"583,290179","681,736607",22361,17298,125394,207334,126,0,"143,6923077"
41,"81,05248143","1,458676","132,1584699",138 091,22086,KERFOT,773,732,"15,6",571,"440,195343","567,001294",96740,109906,387362,548463,331,0,"188,6489071"
41,"93,05152171","1,270579","87,25941423",75 173,22235,PLOUZELAMBRE,280,239,20,784,"357,217857","508,142857",20855,28656,117064,186299,131,3,"314,5313808"
41,"97,00054592","1,218852","167,9679849",131 174,29281,TOURCH,1103,1062,17,1970,"649,102448","728,687217",178382,172648,740756,832700,463,20,"123,5160075"
41,"101,6923094","1,162618","82,05882353",60 812,35242,RIMOU,381,340,"24,4",1328,"584,388451","713,409449",27900,39387,214074,273955,202,13,"178,8588235"
41,"111,3749602","1,061543","91,5203252",58 145,56082,HELLEAN,410,369,"20,8",787,"585,04878","671,260976",33771,35450,197616,308843,205,0,"157,5745257"
41,"125,0085215","0,94577","168,0613079",63 884,56093,KERGRIST,775,734,"20,1",2966,"703,943226","761,858065",123357,94295,616605,712430,353,15,"87,03542234"
41,"119,0729412","0,992915","113,1461749",283 928,56146,NEULLIAC,1505,1464,"20,5",3099,"602,771429","707,14485",165646,178992,870551,1275683,701,43,"193,9398907"
41,"89,55130874","1,320241","113,2876526",158 854,56180,PORCARO,778,737,"19,5",1573,"472,745501","601,931877",83493,95753,379755,569254,345,16,"215,541384"
40,"132,5448118","0,891995","64,33762887",143 200,22368,TREMEREUC,816,776,"18,5",415,"381,661765","477,512255",49926,83018,411206,687815,345,6,"184,5360825"
40,"96,89060665","1,220235","171,8440584",633 611,29068,GUICLAN,2573,2533,16,4264,"503,187719","594,29382",435281,465640,1783573,2509114,1041,46,"250,1425188"
40,"85,74698103","1,378816","94,47678369",180 675,35045,BRUC-SUR-AFF,923,883,20,2123,"443,444204","550,978332",83423,127049,399390,596524,418,5,"204,614949"
40,"101,2537185","1,167654","198,4990475",854 225,35210,PACE,12118,12073,"14,3",3530,"906,814986","963,533256",2396479,3136804,13821167,18359699,4908,564,"70,75499047"
39,"96,62809808","1,22355","67,27906977",159 867,22053,EREAC,727,688,"35,3",2121,"543,390646","697,068776",46288,65586,344177,462225,353,4,"232,3648256"
39,"98,18013948","1,204208","162,7964237",400 057,22223,PLOUISY,2220,2181,19,2363,"546,766667","658,372072",355059,348355,1596125,1955226,913,56,"183,4282439"
39,"98,68865888","1,198003","101,7301325",344 253,22265,ROSPEZ,1851,1812,"22,2",1324,"497,189627","608,270124",184335,254356,1121793,1584058,781,27,"189,9850993"
39,"96,03620642","1,231091","182,7492711",59 212,22370,TREMEVEN,382,343,"19,5",512,"444,272251","533,680628",62683,40629,272691,263070,187,2,"172,6297376"
39,"109,6764136","1,077983","140,1443352",321 563,29041,CORAY,1972,1933,"22,2",3136,"547,24645","630,411765",270899,274063,1545386,1923166,881,73,"166,3543714"
39,"112,7070043","1,048997","131,9578373",1 201 777,35037,BREAL-SOUS-MONTFORT,6087,6048,"12,3",3382,"633,967636","717,620996",798081,1234158,5573961,7422764,2545,179,"198,7065146"
39,"109,5537481","1,07919","74,93997072",251 967,35246,ROZ-LANDRIEUX,1405,1366,"15,2",1810,"403,088968","492,098932",102368,146009,635446,992613,561,3,"184,4560761"
39,"90,46331398","1,306931","111,0923695",145 692,35248,SAINS,537,498,"27,1",1025,"396,992551","568,674115",55324,74675,289798,418253,273,34,"292,5542169"
39,"94,96993718","1,244913","282,9382053",825 180,35337,TINTENIAC,3777,3722,"18,7",2340,"674,156738","768,693143",1053096,596573,4632087,3419579,1558,136,"221,7033853"
39,"91,03939319","1,298661","285,9003198",163 451,56012,BEIGNON,1915,1876,"12,1",2487,"812,942559","882,253786",536349,253428,2300379,1575386,662,51,"87,12739872"
39,"101,5116588","1,164687","120,5204327",149 205,56020,BOHAL,871,832,"11,3",845,"453,086108","547,352468",100273,101102,438413,628850,350,8,"179,3329327"
39,"107,2732753","1,102132","140,1708701",216 606,56259,TRINITE-SURZUR,1625,1586,"9,3",230,"524,803692","597,307077",222311,249235,1037120,1728265,676,90,"136,5737705"
38,"98,48125688","1,200526","86,8215859",100 725,22112,LANNEBERT,492,454,"26,7",699,"361,23374","469,835366",39417,39851,212597,299020,219,0,"221,8612335"
38,"106,3747001","1,111442","174,6958109",550 686,29020,BRIEC,5791,5753,17,6787,"1156,109653","1207,074426",1005025,1024040,5677834,5792696,2384,321,"95,72153659"
38,"100,8680086","1,172119","132,0659459",113 551,29089,KERGLOFF,963,925,"17,9",2494,"655,170301","738,777778",122161,127224,535094,847023,421,20,"122,7578378"
38,"97,98542302","1,206601","118,6243386",49 149,29261,SAINT-RIVOAL,227,189,"21,5",1869,"444,07489","564,867841",22420,30727,117459,182756,128,4,"260,047619"
38,"114,0635929","1,036521","64,23152271",234 071,35018,BAZOUGE-DU-DESERT,1161,1123,"20,1",2460,"553,518519","661,323859",72132,116187,649390,864142,487,17,"208,4336598"
38,"88,04835755","1,342777","107,5656499",1 177 183,35031,BOUEXIERE,4562,4524,"14,7",4968,"463,54954","572,341517",486627,993469,2867654,4409701,1756,144,"260,2084439"
38,"96,6050433","1,223842","91,85886722",215 749,35332,TEILLAY,1115,1077,"16,3",2621,"505,739013","607,109417",98932,154713,578620,830478,482,19,"200,3240483"
