ResSecond,EffortFiscInd,EffortFisc,ReFiscHab,DGF,CodeINSEECom,NomCom,PopDGF,PopINSEE,AGE65,Sup,PotFisc,PotFiscHab,ProduitnetFB,ProduitnetTH,BasesnettesFB,BasesnettesTH,NombredelogementsTHdelacommune,Nombredelogementssociauxdelacommune,DGFHab
38,"113,9934276","1,037159","186,3058235",653 926,56174,PLUMELIN,2837,2799,"20,3",3133,"426,334861","516,978851",521470,258878,2179856,2117845,1021,22,"233,6284387"
37,"72,68578042","1,626581","112,3516129",87 495,22284,SAINT-CONNAN,347,310,"24,7",1354,"432,097983","641,994236",34829,39147,136195,194118,186,0,"282,2419355"
37,"104,2097617","1,134532","285,9664861",701 901,29210,PLOUVORN,2991,2954,"19,3",3544,"598,993313","702,800736",844745,557402,2584841,3134346,1228,87,"237,6103588"
37,"106,6499028","1,108574","54,8850967",159 658,35075,CHAUVIGNE,916,879,16,1771,"506,197598","603,574236",48244,68379,426388,566668,369,21,"181,6359499"
37,"103,8460135","1,138506","79,16068867",146 502,35111,FERRE,734,697,"18,3",1692,"532,859673","640,331063",55175,86048,375302,566097,331,14,"210,1893831"
37,"108,6712392","1,087954","172,0436058",967 800,35196,MORDELLES,7548,7499,"19,6",2976,"952,622682","1031,875861",1290155,1632929,8001309,9521736,3467,537,"129,0572076"
37,"105,5343691","1,120292","79,61702128",53 601,35270,SAINT-GEORGES-DE-GREHAIGNE,413,376,"28,5",1215,"520,937046","603,493947",29936,47486,220715,326251,196,16,"142,5558511"
37,"105,5224067","1,120419","319,0172448",172 236,35278,SAINT-GREGOIRE,10027,9974,"15,4",1730,"1218,066022","1239,492071",3181878,2949811,19121497,17124879,4279,351,"17,2684981"
37,"110,9370822","1,065733","59,79487179",61 690,56103,LANTILLAC,349,312,"24,4",772,"560,91404","673,160458",18656,38872,169822,265069,176,1,"197,724359"
36,"79,95479103","1,478702","100,8462783",114 180,22296,SAINT-GLEN,654,618,19,1151,"446,296636","583,449541",62323,87617,274757,448284,308,7,"184,7572816"
36,"104,8217668","1,127908","151,6766304",105 584,29087,JUCH,772,736,"21,1",1438,"653,550518","767,427461",111634,139971,573391,920747,341,15,"143,4565217"
36,"112,9378331","1,046853","128,1442516",168 895,29271,SAINT-VOUGAY,958,922,"15,9",1510,"487,940501","579,002088",118149,126584,595721,868490,406,38,"183,1832972"
36,"84,5192955","1,398844","117,9971146",574 029,35306,SAINT-PÈRE-MARC-EN-POULET,2462,2426,"14,9",1974,"471,707555","570,132819",286261,494005,1327289,2068561,979,36,"236,6154163"
36,"119,8762897","0,986261","198,9326557",68 675,56044,COURNON,823,787,"19,3",1087,"703,042527","767,99757",156560,94310,892800,640796,390,8,"87,26175349"
36,"109,4690488","1,080025","112,0009533",190 937,56108,LARRE,1085,1049,"12,3",1702,"481,487558","569,604608",117489,153800,611386,893198,455,2,"182,0181125"
36,"109,4362187","1,080349","330,904517",447 202,56117,LOCMINE,4508,4472,"20,1",486,"956,000887","1007,52551",1479805,618650,6089365,5476879,2143,236,"100,0004472"
36,"86,43902434","1,367777","159,6563945",329 387,56157,PLAUDREN,1983,1947,15,4107,"535,735754","642,164902",310851,386322,1200169,1876362,838,16,"169,1766821"
36,"114,9789689","1,028269","198,7860834",448 157,56222,SAINT-JEAN-BREVELAY,2939,2903,"20,6",4183,"810,501191","892,852671",577076,471142,3289647,3190391,1223,106,"154,377196"
36,"109,4813145","1,079904","113,7850669",383 087,56255,TREFFLEAN,2353,2317,"13,4",1826,"538,522312","632,838929",263640,369025,1499768,2269961,930,34,"165,3375054"
35,"85,78406162","1,37822","96,40131579",66 700,22018,BRELIDY,339,304,"22,7",814,"443,566372","575,684366",29306,35848,140861,187260,177,0,"219,4078947"
35,"77,7941607","1,519771","104,1773743",155 781,22083,ILLIFAUT,751,716,"23,9",2671,"587,50466","763,918775",74591,106081,367985,498475,349,4,"217,5712291"
35,"88,57036969","1,334863","96,22535211",46 874,22334,SAINT-YGEAUX,177,142,"26,1",1291,"569,028249","787,169492",13664,16531,76032,109963,90,0,"330,0985915"
35,"89,24819068","1,324725","146,5447494",235 970,22376,TREVE,1711,1676,"15,7",2663,"608,002922","712,222092",245609,246856,1173877,1216694,724,48,"140,7935561"
35,"104,8194435","1,127933","94,60401003",54 856,29114,LANNEANOU,434,399,"17,7",1617,"553,345622","648,317972",37747,46851,198078,287721,189,11,"137,4837093"
35,"114,9601866","1,028437","231,4398465",144 691,29247,SAINT-EVARZEC,3684,3649,"18,7",2465,"1046,360206","1076,846091",844524,681965,5235592,4179864,1560,68,"39,65223349"
35,"105,1673182","1,124202","160,8823188",132 857,35072,CHATILLON-EN-VENDELAIS,1760,1725,"16,5",3203,"754,227841","809,196591",277522,284768,1649739,1569428,746,53,"77,01855072"
35,"102,1659599","1,157228","80,7390791",177 249,35092,CUGUEN,882,847,"17,8",2354,"430,25737","532,79932",68386,104420,413269,644186,381,25,"209,2668241"
35,"90,46677502","1,306881","86,7615894",161 125,35345,TREVERIEN,941,906,"12,1",1208,"413,373007","487,927736",78606,126311,392045,627782,377,18,"177,8421634"
35,"113,5990136","1,04076","158,8929577",395 618,56017,BIGNAN,2875,2840,"16,4",4584,"889,778087","963,679304",451256,451864,2896171,2683941,1223,73,"139,3021127"
34,"111,5856136","1,059539","267,7846573",128 413,22067,GRACES,2602,2568,"29,4",1407,"774,135665","801,621061",687671,485438,3631362,2697984,1207,39,"50,00506231"
34,"89,45137185","1,321716","142,5429864",46 206,22069,GUENROC,255,221,"20,5",739,"411,521569","535,721569",31502,26559,139095,205368,133,6,"209,0769231"
34,"76,990903","1,535627","94,43984962",70 140,22088,KERIEN,300,266,"21,4",2188,"511,146667","703,496667",25121,24174,135853,161469,155,0,"263,6842105"
34,"111,1565305","1,063629","79,46764706",257 053,29139,LOPEREC,1054,1020,"17,3",3949,"419,481025","574,5",81057,103535,477059,711974,399,27,"252,0127451"
34,"121,4154948","0,973758","126,3297587",486 280,29234,REDENE,3018,2984,"18,2",2449,"619,061299","711,010272",376968,407478,2488782,2841841,1188,40,"162,9624665"
34,"100,0495972","1,181707","85,18963165",367 520,35057,CHAPELLE-BOUEXIC,1500,1466,"10,4",2066,"437,012667","518,285333",124888,189030,726885,1131974,600,22,"250,6957708"
34,"96,51892216","1,224934","119,0733611",230 955,35163,LUITRÉ-DOMPIERRE,1956,1922,"17,8",3883,"640,438139","722,592536",228859,255105,1255862,1442243,814,62,"120,1638918"
34,"115,5505021","1,023183","131,2643678",14 283,56056,EVRIGUET,208,174,"28,7",498,"633,884615","676,745192",22840,20511,149222,195539,123,0,"82,0862069"
34,"93,6242113","1,262807","184,0210603",448 579,56263,SAINTE-ANNE-D'AURAY,2788,2754,"24,6",497,"499,851865","589,446915",506794,614582,2190745,3143065,1129,14,"162,882716"
33,"85,90735452","1,376242","122,2988403",237 711,22008,BOBITAL,1154,1121,"17,1",499,"397,832756","525,583189",137097,195968,633786,992698,481,17,"212,0526316"
33,"102,7865546","1,150241","97,01369863",21 854,22129,LOC-ENVEL,106,73,30,336,"401,141509","544,037736",7082,8300,46279,75661,68,0,"299,369863"
33,"104,0846252","1,135896","189,6378299",82 850,22157,MOUSTOIR,715,682,"17,7",1485,"705,239161","794,752448",129333,81393,692323,452275,323,20,"121,4809384"
33,"105,9027579","1,116395","99,92366412",56 172,22285,SAINT-CONNEC,295,262,"24,3",1093,"585,816949","745,508475",26180,33728,134701,197541,136,2,"214,3969466"
33,"102,9793094","1,148088","148,1177866",307 014,22388,VILDE-GUINGALAN,1298,1265,"16,4",735,"441,802773","538,691063",187369,155412,1101751,919316,539,15,"242,6988142"
33,"99,39002883","1,189549","144,357695",287 075,29002,ARZANO,1456,1423,"24,7",3404,"572,201923","673,201923",205421,224477,957484,1383746,615,50,"201,7392832"
33,"107,422401","1,100602","124,338806",262 106,29111,LANHOUARNEAU,1373,1340,"16,8",1769,"456,521486","551,080845",166614,217162,848271,1251523,547,27,"195,6014925"
33,"102,0666475","1,158354","96,01258851",176 675,29205,PLOUNEVEZEL,1304,1271,"15,5",2442,"605,513804","698,923313",122032,170440,638144,1031845,524,35,"139,0047207"
33,"112,1833025","1,053894","119,4088146",90 330,29290,TREGLONOU,691,658,"13,7",605,"503,648336","587,172214",78571,103475,407351,647330,298,0,"137,2796353"
33,"118,778422","0,995377","87,74043062",282 398,35010,BAGUER-PICAN,1705,1672,"13,1",1563,"430,611144","525,175367",146702,175261,1076458,1333088,671,29,"168,8983254"
33,"117,8101409","1,003558","80,46978335",297 734,35128,GUIPEL,1787,1754,"15,4",2511,"477,86066","571,657527",141144,189714,990680,1495547,701,34,"169,7457241"
33,"88,87824624","1,330239","195,0669024",1 385 516,35188,MONTFORT-SUR-MEU,6819,6786,"20,2",1402,"637,041208","715,240798",1323724,1689375,6240794,7435189,2943,260,"204,1727085"
33,"83,55658523","1,414961","164,1222895",996 340,35253,SAINT-AUBIN-DU-CORMIER,3999,3966,"14,8",2741,"514,242561","623,312078",650909,673452,2820534,3251469,1444,141,"251,2203732"
33,"99,62805427","1,186707","74,57632399",325 612,35343,TRESBOEUF,1317,1284,"13,2",2533,"430,65224","516,167046",95756,137389,540793,827423,510,17,"253,5919003"
32,"85,32580271","1,385622","90,29734219",283 649,22021,BRUSVILY,1236,1204,"15,4",1183,"334,542071","468,982201",108718,167857,520337,820691,541,24,"235,5888704"
32,"77,67890259","1,522026","104,0576037",110 409,22342,TREBEDAN,466,434,"14,3",1097,"316,566524","463,896996",45161,69584,189892,317054,188,26,"254,3986175"
32,"102,5898909","1,152446","94,06637168",53 345,22378,TREVEREC,258,226,"20,1",433,"333,96124","448,51938",21259,21300,102931,150934,121,0,"236,039823"
32,"97,62166812","1,211097","104,7325665",352 336,35098,DOMINELAIS,1423,1391,11,3245,"529,538299","614,837667",145683,161142,775397,860589,572,15,"253,2969087"
32,"103,7370378","1,139702","76,66918429",123 290,35174,MELLE,694,662,"20,6",1550,"551,731988","663,20317",50755,90524,387201,544935,312,7,"186,2386707"
32,"114,1772722","1,035489","59,92929293",68 233,35205,NOYAL-SOUS-BAZOUGES,428,396,"18,3",1483,"573,189252","703,411215",23732,32781,218408,277625,204,0,"172,3055556"
32,"94,25265839","1,254387","97,16786917",478 492,35273,SAINT-GERMAIN-EN-COGLES,2111,2079,"18,4",3209,"543,617243","628,279962",202012,249513,1276582,1499736,875,41,"230,1548822"
32,"108,3408256","1,091272","99,01349325",230 658,35296,SAINT-MEDARD-SUR-ILLE,1366,1334,"11,2",1822,"502,56735","589,52489",132084,156926,764537,1052483,541,11,"172,9070465"
32,"120,3984071","0,981984","178,0081967",123 002,56228,SAINT-MARCEL,1130,1098,"15,5",1281,"621,783186","702,669027",195453,109888,1021558,804525,502,54,"112,0236794"
31,"78,46951326","1,506691","111,9214781",93 441,22068,GRACE-UZEL,464,433,"18,1",795,"484,62931","653,480603",48462,60097,210093,298863,214,0,"215,7990762"
31,"97,24492441","1,215789","123,3417582",119 540,29107,LANDUDAL,941,910,"12,7",1669,"753,1339","857,285866",112241,167266,519684,834382,406,13,"131,3626374"
31,"121,8441826","0,970332","169,3951251",258 824,29147,MELLAC,3149,3118,17,2638,"763,960305","828,895522",528174,466115,3494761,3118158,1429,93,"83,00962155"
31,"95,98209866","1,231785","156,9741935",172 313,29224,POULDERGAT,1271,1240,"22,9",2439,"641,194335","743,600315",194648,249330,902112,1425344,571,39,"138,9620968"
31,"84,42448089","1,400415","230,2733197",2 061 123,29260,SAINT-RENAN,8366,8287,"18,9",1331,"565,765957","675,160292",1908275,2034819,6889755,9006888,3447,303,"248,71763"
31,"94,26152556","1,254269","87,47005988",287 625,35187,MONTERFIL,1367,1336,"14,5",1694,"444,454279","556,844916",116860,198893,613900,992876,531,25,"215,2881737"
31,"98,99895951","1,194248","78,21071429",59 438,35190,MONTHAULT,311,280,"20,9",820,"504,540193","638,66881",21899,38645,137412,213149,145,0,"212,2785714"
31,"93,13552539","1,269433","127,6115772",329 617,35195,MONTREUIL-SUR-ILLE,2415,2384,"14,7",1515,"553,025673","611,373913",304226,398456,1505503,2227794,977,58,"138,2621644"
31,"96,31754867","1,227495","87,83270911",147 749,35225,PLESDER,832,801,"12,1",1103,"464,330529","554,987981",70354,106982,383945,630909,387,24,"184,4556804"
31,"65,78264692","1,797272","132,5666667",274 515,35304,SAINT-OUEN-DES-ALLEUX,1351,1320,14,1520,"450,504071","568,786825",174988,283635,612352,932554,568,34,"207,9659091"
31,"100,481554","1,176627","116,9083333",23 394,56256,TREHORENTEUC,151,120,"28,6",542,"450,735099","525,97351",14029,21052,96065,132583,97,0,"194,95"
30,"90,64099913","1,304369","245,449473",295 949,22193,PLESTAN,1643,1613,"17,3",3281,"658,265977","751,974437",395910,263771,1996638,1142197,730,12,"183,4773714"
30,"66,62086035","1,774659","147,6569038",51 313,22269,RUNAN,269,239,"23,2",512,"442,371747","570,620818",35290,43222,125342,163593,139,11,"214,6987448"
30,"105,4946306","1,120714","106,663186",840 185,35123,GOVEN,4531,4501,"14,3",3973,"489,298389","590,9371",480091,743303,2929685,4429402,1765,84,"186,6662964"
30,"97,99833676","1,206442","82,72132905",479 519,35171,MEDREAC,1896,1866,"19,5",3502,"498,693038","618,66403",154358,218569,897823,1321055,792,42,"256,9769561"
30,"91,62938931","1,290299","100,5495829",162 159,35175,MERNEL,1109,1079,"18,2",1737,"508,174031","570,097385",108493,136365,624289,693330,342,7,"150,2863763"
30,"97,77465585","1,209202","160,6612903",49 404,56224,SAINT-LAURENT SUR OUST,402,372,"21,9",388,"516,308458","603,218905",59766,59087,246699,351689,192,11,"132,8064516"
30,"90,41198327","1,307673","126,9975923",246 966,56232,SAINT-PERREUX,1276,1246,"18,3",623,"426,901254","548,509404",158239,193946,628326,971285,527,6,"198,2070626"
29,"66,69704112","1,772632","138,0735695",283 689,22011,BOQUEHO,1130,1101,"14,2",2712,"372,366372","505,153982",152019,193151,488305,740208,462,10,"257,6648501"
29,"102,7090479","1,151109","86,4556213",67 807,22042,COATREVEN,536,507,"16,3",913,"507,016791","591,919776",43833,55888,259251,402034,239,7,"133,7416174"
29,"97,61401116","1,211192","478,3275788",195 054,22272,SAINT-AGATHON,2346,2317,"23,4",1456,"774,86104","832,942882",1108285,398325,4595633,2262542,960,43,"84,18385844"
29,"73,00061214","1,619566","102,9329529",176 543,22341,TRAMAIN,730,701,"17,5",925,"430,306849","583,089041",72156,122396,302689,486078,337,12,"251,8445078"
29,"97,05899543","1,218118","108,2612903",568 678,22364,TRELIVAN,2819,2790,18,1110,"432,553033","559,660163",302049,453359,1928757,2511257,1310,135,"203,8272401"
29,"104,4482967","1,131941","127,6292352",199 593,29074,GUIMILIAU,1062,1033,"13,6",1122,"459,775895","562,12806",131841,169604,637162,951553,460,22,"193,2168441"
29,"88,52765983","1,335507","80,08589669",351 409,35154,LIVRE-SUR-CHANGEON,1752,1723,"16,3",2637,"357,811073","461,071347",137988,210282,728591,1116212,662,30,"203,9518282"
29,"109,4046231","1,080661","249,1322",318 278,35207,NOYAL-SUR-VILAINE,6088,6059,"16,3",3445,"1122,937418","1153,590999",1509492,1273944,8885048,8283296,2639,284,"52,52979039"
29,"91,0882107","1,297965","76,06902357",110 601,35290,SAINT-MALON-SUR-MEL,623,594,"13,2",1607,"447,239165","541,014446",45185,67448,264653,391845,273,19,"186,1969697"
29,"154,7976142","0,763767","385,6730038",11 154,56072,GUELTAS,555,526,"20,1",2045,"1012,735135","1000,443243",202864,34523,1243623,460626,253,22,"21,20532319"
28,"105,1200039","1,124708","128,5511022",18 345,22096,LANDEBIA,527,499,"21,5",355,"704,72296","718,802657",64147,51237,394444,378937,238,19,"36,76352705"
28,"88,40810596","1,337313","90,20925414",283 949,22098,LANDEHEN,1476,1448,"12,7",1180,"459,834011","577,671409",130623,227611,667093,1122671,582,24,"196,0973757"
28,"83,30108229","1,419301","153,9969419",121 253,22133,LOSCOUET-SUR-MEU,682,654,"16,5",2226,"562,453079","705,444282",100714,89227,471773,451557,292,2,"185,4021407"
28,"84,17425689","1,404578","119,1567839",238 218,22150,MERZER,1023,995,"16,6",1263,"364,84262","496,354839",118561,121357,426476,693446,427,0,"239,4150754"
28,"102,7107432","1,15109","158,112942",460 598,22161,PABU,2941,2913,"36,2",783,"545,16321","646,790207",460583,641593,2290259,3527279,1244,30,"158,1180913"
28,"101,9172497","1,160052","232,7167832",114 084,22279,SAINT-CARADEC,1172,1144,20,2194,"718,268771","788,872014",266228,152834,1416424,906674,558,16,"99,72377622"
28,"84,23314786","1,403596","80,97633136",85 817,22318,SAINT-MICHEL-DE-PLELAN,366,338,20,724,"329,382514","457,420765",27370,37903,147123,207267,157,0,"253,8964497"
28,"80,29073347","1,472515","85,90566038",114 397,22322,SAINT-PEVER,452,424,"18,6",1313,"319,095133","475,070796",36424,48983,157649,253065,193,0,"269,8042453"
28,"101,8251723","1,161101","184,9753545",1 265 051,35024,BETTON,11608,11564,"17,3",2673,"863,370003","946,372157",2139055,2690700,11185548,14706748,5132,560,"109,3956244"
28,"100,2404576","1,179457","177,7811196",348 490,35353,VEZIN-LE-COQUET,5780,5752,"17,9",786,"903,743772","949,288581",1022597,1192197,5630305,6325784,2109,392,"60,58588317"
28,"96,53720611","1,224702","171,4197932",580 750,56040,CLEGUER,3413,3385,19,3215,"586,361266","686,947846",580256,565028,2315224,3316694,1446,72,"171,5657312"
27,"83,41780719","1,417315","158,2003854",421 541,22034,CAVAN,1584,1557,"15,5",1640,"449,543561","554,236742",246318,242475,1077402,1239958,663,27,"270,7392421"
27,"84,13244758","1,405276","173,8569024",96 642,22039,CHEZE,621,594,"27,6",253,"612,909823","688,971014",103271,87615,394418,509080,324,26,"162,6969697"
27,"85,60089996","1,381169","128,8762999",213 495,22044,COETMIEUX,1854,1827,14,802,"556,417476","644,407767",235457,350115,1072703,1565152,705,12,"116,8555008"
27,"91,7496317","1,288608","96,63333333",224 354,22280,SAINT-CARNE,1077,1050,"13,8",836,"388,017642","506,916435",101465,147153,546787,855705,441,26,"213,6704762"
27,"97,16620293","1,216774","90,34767025",62 917,22383,TROGUERY,306,279,"19,5",361,"342,915033","454,039216",25207,32969,139218,228282,134,3,"225,5089606"
27,"96,81753142","1,221156","92,38834951",127 139,35035,BOVEL,645,618,12,1460,"453,244961","554,086822",57096,76527,303551,442986,244,0,"205,7265372"
27,"89,88354482","1,315361","89,16623377",92 189,35044,BROUALAN,412,385,"12,8",1276,"374,34466","476,468447",34329,46416,173587,271528,178,4,"239,4519481"
27,"108,4347259","1,090327","118,0519698",151 780,35212,PANCE,1220,1193,"15,2",1933,"590,312295","674,990164",140836,172495,877483,1101667,514,21,"127,225482"
27,"124,8387734","0,947056","67,93548387",127 317,35335,THOURIE,833,806,"11,7",2404,"536,004802","621,645858",54756,72052,376023,523104,337,12,"157,9615385"
27,"109,9427076","1,075372","83,24864865",73 734,56019,BILLIO,397,370,"24,4",1203,"465,141058","607,070529",30802,41735,181816,279156,191,8,"199,2810811"
27,"78,50536114","1,506003","175,4365782",125 294,56045,COURS,705,678,"11,2",1563,"412,126241","489,895035",118946,104090,327754,452381,287,10,"184,79941"
27,"121,3249146","0,974485","130,9262436",55 633,56133,MISSIRIAC,1193,1166,"18,8",1347,"739,471081","768,757754",152660,144662,929537,1021913,500,0,"47,71269297"
27,"93,10039546","1,269912","276,4961832",607 817,56179,PONT-SCORFF,3826,3799,"16,7",2350,"689,746733","750,349451",1050409,708926,3715351,4592751,1570,156,"159,9939458"
